
Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 39, 59, 51, 77]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,39,17.029), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,1,65.115)]
Costo asociado: 175.802      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 35, 53]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,35,8.944), (35,53,10.05), (53,1,73.171)]
Costo asociado: 190.648      Capacidad: 98.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 80, 49, 15, 9]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,80,6.325), (80,49,10.817), (49,15,20.224), (15,9,46.141), (9,1,95.859)]
Costo asociado: 258.981      Capacidad: 98.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 33, 5, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,33,10.0), (33,5,17.72), (5,55,38.079), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.894      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 27, 36, 66]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,27,15.0), (27,36,13.0), (36,66,11.18), (66,1,119.971)]
Costo asociado: 306.236      Capacidad: 63.0
--> Costo total: 2197.6839999999997          Capacidad total: 942.0
+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2094.386          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 254  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((64,12,6.708),1), ((53,29,2.828),1), ((80,53,8.0),1), ((57,48,9.22),2), ((48,1,103.479),2), ((16,42,7.81),2), ((48,42,18.439),1), ((57,1,105.209),1), ((16,48,19.925),1), ((40,61,2.236),3), ((18,28,9.0),3), ((32,18,2.0),3), ((18,40,12.166),2), ((32,28,9.22),2), ((18,61,10.05),2), ((75,40,9.487),4), ((61,32,10.05),4), ((75,61,8.062),3), ((40,32,12.0),3), ((71,39,15.811),5), ((77,68,24.083),5), ((51,77,7.071),5), ((77,71,18.0),4), ((51,68,29.155),4), ((77,39,19.849),4), ((63,13,10.198),6), ((13,24,7.616),6), ((9,7,20.881),6), ((7,25,4.0),6), ((63,7,21.095),5), ((7,13,20.025),5), ((9,13,40.608),5), ((13,25,20.224),5), ((55,34,14.318),7), ((34,16,7.071),7), ((1,65,71.847),7), ((65,47,12.042),7), ((55,65,21.633),6), ((65,16,15.264),6), ((1,34,82.492),6), ((34,47,15.556),6), ((48,57,9.22),8), ((57,70,5.657),8), ((21,58,11.18),8), ((58,62,8.062),8), ((48,58,21.401),7), ((58,70,31.765),7), ((21,57,30.364),7), ((57,62,37.736),7), ((20,27,12.207),9), ((27,36,13.0),9), ((21,58,11.18),9), ((58,62,8.062),9), ((20,58,12.806),8), ((58,36,29.833),8), ((21,27,25.06),8), ((27,62,25.02),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2083.7690000000002          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 255  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((57,48,9.22),1), ((48,1,103.479),1), ((16,42,7.81),1), ((40,61,2.236),2), ((18,28,9.0),2), ((32,18,2.0),2), ((18,40,12.166),1), ((32,28,9.22),1), ((18,61,10.05),1), ((75,40,9.487),3), ((61,32,10.05),3), ((75,61,8.062),2), ((40,32,12.0),2), ((71,39,15.811),4), ((77,68,24.083),4), ((51,77,7.071),4), ((77,71,18.0),3), ((51,68,29.155),3), ((77,39,19.849),3), ((63,13,10.198),5), ((13,24,7.616),5), ((9,7,20.881),5), ((7,25,4.0),5), ((63,7,21.095),4), ((7,13,20.025),4), ((9,13,40.608),4), ((13,25,20.224),4), ((55,34,14.318),6), ((34,16,7.071),6), ((1,65,71.847),6), ((65,47,12.042),6), ((55,65,21.633),5), ((65,16,15.264),5), ((1,34,82.492),5), ((34,47,15.556),5), ((48,57,9.22),7), ((57,70,5.657),7), ((21,58,11.18),7), ((58,62,8.062),7), ((48,58,21.401),6), ((58,70,31.765),6), ((21,57,30.364),6), ((57,62,37.736),6), ((20,27,12.207),8), ((27,36,13.0),8), ((21,58,11.18),8), ((58,62,8.062),8), ((20,58,12.806),7), ((58,36,29.833),7), ((21,27,25.06),7), ((27,62,25.02),7), ((75,40,9.487),9), ((40,61,2.236),9), ((1,60,74.061),9), ((60,79,15.033),9), ((75,60,21.19),8), ((60,61,21.024),8), ((1,40,58.138),8), ((40,79,38.118),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2052.984          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 256  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((40,61,2.236),1), ((18,28,9.0),1), ((32,18,2.0),1), ((75,40,9.487),2), ((61,32,10.05),2), ((75,61,8.062),1), ((40,32,12.0),1), ((71,39,15.811),3), ((77,68,24.083),3), ((51,77,7.071),3), ((77,71,18.0),2), ((51,68,29.155),2), ((77,39,19.849),2), ((63,13,10.198),4), ((13,24,7.616),4), ((9,7,20.881),4), ((7,25,4.0),4), ((63,7,21.095),3), ((7,13,20.025),3), ((9,13,40.608),3), ((13,25,20.224),3), ((55,34,14.318),5), ((34,16,7.071),5), ((1,65,71.847),5), ((65,47,12.042),5), ((55,65,21.633),4), ((65,16,15.264),4), ((1,34,82.492),4), ((34,47,15.556),4), ((48,57,9.22),6), ((57,70,5.657),6), ((21,58,11.18),6), ((58,62,8.062),6), ((48,58,21.401),5), ((58,70,31.765),5), ((21,57,30.364),5), ((57,62,37.736),5), ((20,27,12.207),7), ((27,36,13.0),7), ((21,58,11.18),7), ((58,62,8.062),7), ((20,58,12.806),6), ((58,36,29.833),6), ((21,27,25.06),6), ((27,62,25.02),6), ((75,40,9.487),8), ((40,61,2.236),8), ((1,60,74.061),8), ((60,79,15.033),8), ((75,60,21.19),7), ((60,61,21.024),7), ((1,40,58.138),7), ((40,79,38.118),7), ((74,37,15.0),9), ((43,52,9.22),9), ((43,74,17.088),8), ((37,52,14.0),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2089.049          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 257  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((75,40,9.487),1), ((61,32,10.05),1), ((71,39,15.811),2), ((77,68,24.083),2), ((51,77,7.071),2), ((77,71,18.0),1), ((51,68,29.155),1), ((77,39,19.849),1), ((63,13,10.198),3), ((13,24,7.616),3), ((9,7,20.881),3), ((7,25,4.0),3), ((63,7,21.095),2), ((7,13,20.025),2), ((9,13,40.608),2), ((13,25,20.224),2), ((55,34,14.318),4), ((34,16,7.071),4), ((1,65,71.847),4), ((65,47,12.042),4), ((55,65,21.633),3), ((65,16,15.264),3), ((1,34,82.492),3), ((34,47,15.556),3), ((48,57,9.22),5), ((57,70,5.657),5), ((21,58,11.18),5), ((58,62,8.062),5), ((48,58,21.401),4), ((58,70,31.765),4), ((21,57,30.364),4), ((57,62,37.736),4), ((20,27,12.207),6), ((27,36,13.0),6), ((21,58,11.18),6), ((58,62,8.062),6), ((20,58,12.806),5), ((58,36,29.833),5), ((21,27,25.06),5), ((27,62,25.02),5), ((75,40,9.487),7), ((40,61,2.236),7), ((1,60,74.061),7), ((60,79,15.033),7), ((75,60,21.19),6), ((60,61,21.024),6), ((1,40,58.138),6), ((40,79,38.118),6), ((74,37,15.0),8), ((43,52,9.22),8), ((43,74,17.088),7), ((37,52,14.0),7), ((42,26,4.243),9), ((26,1,84.959),9), ((10,20,39.357),9), ((20,27,12.207),9), ((42,20,19.647),8), ((20,1,101.833),8), ((10,26,32.202),8), ((26,27,30.017),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2076.312          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 258  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((71,39,15.811),1), ((77,68,24.083),1), ((51,77,7.071),1), ((63,13,10.198),2), ((13,24,7.616),2), ((9,7,20.881),2), ((7,25,4.0),2), ((63,7,21.095),1), ((7,13,20.025),1), ((9,13,40.608),1), ((13,25,20.224),1), ((55,34,14.318),3), ((34,16,7.071),3), ((1,65,71.847),3), ((65,47,12.042),3), ((55,65,21.633),2), ((65,16,15.264),2), ((1,34,82.492),2), ((34,47,15.556),2), ((48,57,9.22),4), ((57,70,5.657),4), ((21,58,11.18),4), ((58,62,8.062),4), ((48,58,21.401),3), ((58,70,31.765),3), ((21,57,30.364),3), ((57,62,37.736),3), ((20,27,12.207),5), ((27,36,13.0),5), ((21,58,11.18),5), ((58,62,8.062),5), ((20,58,12.806),4), ((58,36,29.833),4), ((21,27,25.06),4), ((27,62,25.02),4), ((75,40,9.487),6), ((40,61,2.236),6), ((1,60,74.061),6), ((60,79,15.033),6), ((75,60,21.19),5), ((60,61,21.024),5), ((1,40,58.138),5), ((40,79,38.118),5), ((74,37,15.0),7), ((43,52,9.22),7), ((43,74,17.088),6), ((37,52,14.0),6), ((42,26,4.243),8), ((26,1,84.959),8), ((10,20,39.357),8), ((20,27,12.207),8), ((42,20,19.647),7), ((20,1,101.833),7), ((10,26,32.202),7), ((26,27,30.017),7), ((64,12,6.708),9), ((12,35,10.44),9), ((80,53,8.0),9), ((53,29,2.828),9), ((64,53,15.524),8), ((53,12,11.402),8), ((80,12,18.385),8), ((12,29,14.213),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
